REGION,TECHNOLOGY,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUWTRN000TRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUWTRNAGR000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUWTRNOTH000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUWTRNPUB000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUWTRNPWR000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUWUPS000SUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPSCOA0000,1,2.950245292,2.048781453,1.557073904,3.687806615,8.932687134,3.605855357,3.360001583,3.360001583,3.343611331,3.327221079,3.310830828,3.294440576,3.278050324,3.245269821,3.212489318,3.179708815,3.146928311,3.114147808,3.114147808,3.114147808,3.114147808,3.114147808,3.114147808,3.146928311,3.179708815,3.212489318,3.245269821,3.278050324,3.278050324,3.278050324,3.278050324,3.278050324,3.278050324,3.294440576,3.310830828,3.327221079,3.343611331,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583,3.360001583
EU27,EUEINCOAPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEBDCOAPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPSNGS0000,1,7.621467004,4.425367938,3.03219655,14.83317772,28.7648916,8.932687134,6.801954423,7.703418262,7.637857256,7.572296249,7.506735243,7.441174236,7.37561323,7.244491217,7.113369204,6.982247191,6.851125178,6.720003165,7.031417946,7.342832727,7.654247508,7.965662288,8.277077069,8.244296566,8.211516063,8.178735559,8.145955056,8.113174553,8.064003798,8.014833043,7.965662288,7.916491533,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779
EU27,EUEPFNGSPS00,1,2.7325,3.042541667,3.00395,3.757375,5.00605,4.810716667,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222
EU27,EUEBDNGSPS00,1,6.117583333,6.274733333,6.18265,6.5988,5.783916667,6.455666667,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333,6.235558333
EU27,EUEINNGSPS00,1,2.7325,3.042541667,3.00395,3.757375,5.00605,4.810716667,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222,3.725522222
EU27,EUEMRNGSPS00,1,7.621467004,4.425367938,3.03219655,14.83317772,28.7648916,8.932687134,6.801954423,7.703418262,7.637857256,7.572296249,7.506735243,7.441174236,7.37561323,7.244491217,7.113369204,6.982247191,6.851125178,6.720003165,7.031417946,7.342832727,7.654247508,7.965662288,8.277077069,8.244296566,8.211516063,8.178735559,8.145955056,8.113174553,8.064003798,8.014833043,7.965662288,7.916491533,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779,7.867320779
EU27,EUEPSOIL0000,1,10.65366355,9.916102231,6.228295616,10.24390726,13.6858601,10.24390726,10.73561481,10.16195601,10.40780978,10.65366355,10.89951733,11.1453711,11.39122488,11.63707865,11.88293243,12.1287862,12.37463997,12.62049375,12.68605476,12.75161576,12.81717677,12.88273777,12.94829878,13.1777623,13.40722583,13.63668935,13.86615287,14.09561639,14.50537269,14.91512898,15.32488527,15.73464156,16.14439785,16.81639816,17.48839848,18.1603988,18.83239911,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943
EU27,EUEINOILPS00,1,1.798077277,2.505897083,3.804172995,2.632207172,4.01735022,3.393900952,3.527639882,3.475852211,3.511449351,3.547046492,3.582643633,3.618240774,3.653837915,3.689435056,3.725032197,3.760629337,3.796226478,3.831823619,3.860079584,3.88833555,3.916591515,3.94484748,3.973103445,3.993818514,4.014533582,4.035248651,4.05596372,4.076678788,4.16727968,4.257880572,4.348481464,4.439082356,4.529683248,4.639491029,4.749298811,4.859106592,4.968914373,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154,5.078722154
EU27,EUEBDOILPS00,1,10.50850559,10.60100212,9.124173173,9.256672188,11.56428758,10.1163808,10.37695934,10.19833205,10.29100702,10.38368199,10.47635696,10.56903193,10.6617069,10.75438187,10.84705684,10.93973181,11.03240678,11.12508174,11.17236365,11.21964556,11.26692747,11.31420938,11.36149128,11.4329422,11.50439312,11.57584403,11.64729495,11.71874586,11.91081845,12.10289104,12.29496362,12.48703621,12.6791088,12.9474661,13.2158234,13.48418071,13.75253801,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531,14.02089531
EU27,EUEMROILPS00,1,10.65366355,9.916102231,6.228295616,10.24390726,13.6858601,10.24390726,10.73561481,10.16195601,10.40780978,10.65366355,10.89951733,11.1453711,11.39122488,11.63707865,11.88293243,12.1287862,12.37463997,12.62049375,12.68605476,12.75161576,12.81717677,12.88273777,12.94829878,13.1777623,13.40722583,13.63668935,13.86615287,14.09561639,14.50537269,14.91512898,15.32488527,15.73464156,16.14439785,16.81639816,17.48839848,18.1603988,18.83239911,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943,19.50439943
EU27,EUEPSGSL0000,1,44.66026875,43.50402039,39.12854108,44.82174006,53.25286545,46.33596641,47.40010473,46.33596641,46.81482865,47.2936909,47.77255314,48.25141538,48.73027762,49.20913986,49.6880021,50.16686434,50.64572658,51.12458883,51.28420957,51.44383032,51.60345107,51.76307181,51.92269256,52.34834789,52.77400321,53.19965854,53.62531386,54.05096919,54.90227984,55.75359049,56.60490114,57.45621179,58.30752245,59.63769534,60.96786823,62.29804112,63.62821402,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691,64.95838691
EU27,EUEPSDSL0000,1,16.96666667,16.60443039,13.05694272,16.90875787,24.29145496,18.09951546,19.05212154,18.09951546,18.5281882,18.95686093,19.38553367,19.8142064,20.24287914,20.67155187,21.10022461,21.52889734,21.95757007,22.38624281,22.52913372,22.67202463,22.81491554,22.95780646,23.10069737,23.4817398,23.86278223,24.24382466,24.62486709,25.00590952,25.76799438,26.53007924,27.29216411,28.05424897,28.81633383,30.00709142,31.19784902,32.38860662,33.57936421,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181,34.77012181
EU27,EUEPFDSLPS00,1,19.64306111,19.38597155,18.42814577,18.87525172,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754,19.08310754
EU27,EUEPSLPG0000,1,15.78837768,14.54530158,13.4619464,16.82010678,24.16409706,18.00462134,18.95223299,18.00462134,18.43104658,18.85747183,19.28389707,19.71032231,20.13674755,20.56317279,20.98959804,21.41602328,21.84244852,22.26887376,22.41101551,22.55315726,22.69529901,22.83744075,22.9795825,23.35862716,23.73767182,24.11671648,24.49576114,24.8748058,25.63289512,26.39098444,27.14907376,27.90716308,28.6652524,29.84976696,31.03428152,32.21879608,33.40331065,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521,34.58782521
EU27,EUEPFLPGPS00,1,9.541459227,9.176240436,8.838264067,9.390967003,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683,9.236732683
EU27,EUEBDLPGPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPSKRS0000,1,18.46116165,17.21378586,10.97690693,17.71273618,25.44646606,18.96011197,19.9580126,18.96011197,19.40916725,19.85822253,20.30727782,20.7563331,21.20538838,21.65444367,22.10349895,22.55255423,23.00160952,23.4506648,23.6003499,23.75003499,23.89972008,24.04940518,24.19909027,24.59825053,24.99741078,25.39657103,25.79573128,26.19489153,26.99321204,27.79153254,28.58985304,29.38817355,30.18649405,31.43386984,32.68124563,33.92862141,35.1759972,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299,36.42337299
EU27,EUEPSHFO0000,1,12.45174083,12.42199931,10.03246861,12.87611444,17.70321032,13.63780822,14.26325469,13.63780822,13.91925913,14.20071005,14.48216096,14.76361188,15.04506279,15.32651371,15.60796462,15.88941554,16.17086645,16.45231737,16.54613434,16.63995131,16.73376828,16.82758525,16.92140223,17.17158082,17.42175941,17.671938,17.92211659,18.17229518,18.67265237,19.17300955,19.67336673,20.17372391,20.6740811,21.45588919,22.23769729,23.01950539,23.80131349,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158,24.58312158
EU27,EUEPSURA0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEREWAT0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUERESTH0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUERESPV0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEREWON0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEREWOF0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEREBIO0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPFBIOPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEBDBIOPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEINBIOPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEMRBIOPS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPSHY20000,1,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134,30.78951134
EU27,EUEPFHY2PS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEINHY2PS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEMRHY2PS00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEPFBIOBL00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEMRBIOBL00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUETRHY2ALER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUETRHY2MR00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUETRHY2MRCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU27,EUEEGCOAPP00,1,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333
EU27,EUEHGCOACH00,1,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333,0.863083333
EU27,EUEEGCOAPPCS,1,1.525186924,1.525186924,1.525186924,1.519940946,1.514694967,1.509448988,1.50420301,1.498957031,1.493711052,1.488465074,1.483219095,1.477973116,1.472727138,1.42999849,1.387269841,1.344541193,1.301812545,1.259083897,1.216355249,1.173626601,1.130897952,1.088169304,1.045440656,1.039756471,1.034072286,1.028388101,1.022703916,1.017019731,1.011335546,1.005651361,0.999967176,0.994282991,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806,0.988598806
EU27,EUEEGNGSPP00,1,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055
EU27,EUEHGNGSCH00,1,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055,0.665236055
EU27,EUEEGNGSPPCS,1,0.890570419,0.890570419,0.890570419,0.887518461,0.884466503,0.881414545,0.878362587,0.875310628,0.87225867,0.869206712,0.866154754,0.863102795,0.860050837,0.85697748,0.853904123,0.850830765,0.847757408,0.844684051,0.841610694,0.838537336,0.835463979,0.832390622,0.829317264,0.826353732,0.8233902,0.820426668,0.817463136,0.814499604,0.811536072,0.80857254,0.805609008,0.802645476,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944,0.799681944
EU27,EUEEGDSLPP00,1,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893
EU27,EUEEGHFOPP00,1,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893
EU27,EUEHGOILCH00,1,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893,0.605377893
EU27,EUEEGURAPP00,1,1.841244444,1.841244444,1.841244444,1.870013889,1.898783333,1.927552778,1.956322222,1.985091667,2.013861111,2.042630556,2.0714,2.100169444,2.128938889,2.134692778,2.140446667,2.146200556,2.151954444,2.157708333,2.163462222,2.169216111,2.17497,2.180723889,2.186477778,2.192231667,2.197985556,2.203739444,2.209493333,2.215247222,2.221001111,2.226755,2.232508889,2.238262778,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667,2.244016667
EU27,EUEEGWATPP00,1,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682,0.092541682
EU27,EUEEGBIOPP00,1,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365,1.024626365
