REGION,TIMESLICE,FUEL,YEAR,VALUE
EU27,S01D01,EUBBIO,2018,0.0
EU27,S01D01,EUBBIO,2019,0.0
EU27,S01D01,EUBBIO,2020,0.0
EU27,S01D01,EUBBIO,2021,0.0
EU27,S01D01,EUBBIO,2022,0.0
EU27,S01D01,EUBBIO,2023,0.0
EU27,S01D01,EUBBIO,2024,0.0
EU27,S01D01,EUBBIO,2025,0.0
EU27,S01D01,EUBBIO,2026,0.0
EU27,S01D01,EUBBIO,2027,0.0
EU27,S01D01,EUBBIO,2028,0.0
EU27,S01D01,EUBBIO,2029,0.0
EU27,S01D01,EUBBIO,2030,0.0
EU27,S01D01,EUBBIO,2031,0.0
EU27,S01D01,EUBBIO,2032,0.0
EU27,S01D01,EUBBIO,2033,0.0
EU27,S01D01,EUBBIO,2034,0.0
EU27,S01D01,EUBBIO,2035,0.0
EU27,S01D01,EUBBIO,2036,0.0
EU27,S01D01,EUBBIO,2037,0.0
EU27,S01D01,EUBBIO,2038,0.0
EU27,S01D01,EUBBIO,2039,0.0
EU27,S01D01,EUBBIO,2040,0.0
EU27,S01D01,EUBBIO,2041,0.0
EU27,S01D01,EUBBIO,2042,0.0
EU27,S01D01,EUBBIO,2043,0.0
EU27,S01D01,EUBBIO,2044,0.0
EU27,S01D01,EUBBIO,2045,0.0
EU27,S01D01,EUBBIO,2046,0.0
EU27,S01D01,EUBBIO,2047,0.0
EU27,S01D01,EUBBIO,2048,0.0
EU27,S01D01,EUBBIO,2049,0.0
EU27,S01D01,EUBBIO,2050,0.0
EU27,S01D01,EUBBIO,2051,0.0
EU27,S01D01,EUBBIO,2052,0.0
EU27,S01D01,EUBBIO,2053,0.0
EU27,S01D01,EUBBIO,2054,0.0
EU27,S01D01,EUBBIO,2055,0.0
EU27,S01D01,EUBBIO,2056,0.0
EU27,S01D01,EUBBIO,2057,0.0
EU27,S01D01,EUBBIO,2058,0.0
EU27,S01D01,EUBBIO,2059,0.0
EU27,S01D01,EUBBIO,2060,0.0
EU27,S01D01,EUBBIO,2061,0.0
EU27,S01D01,EUBBIO,2062,0.0
EU27,S01D01,EUBBIO,2063,0.0
EU27,S01D01,EUBBIO,2064,0.0
EU27,S01D01,EUBBIO,2065,0.0
EU27,S01D01,EUBBIO,2066,0.0
EU27,S01D01,EUBBIO,2067,0.0
EU27,S01D01,EUBBIO,2068,0.0
EU27,S01D01,EUBBIO,2069,0.0
EU27,S01D01,EUBBIO,2070,0.0
EU27,S01D01,EUBCOA,2018,0.0
EU27,S01D01,EUBCOA,2019,0.0
EU27,S01D01,EUBCOA,2020,0.0
EU27,S01D01,EUBCOA,2021,0.0
EU27,S01D01,EUBCOA,2022,0.0
EU27,S01D01,EUBCOA,2023,0.0
EU27,S01D01,EUBCOA,2024,0.0
EU27,S01D01,EUBCOA,2025,0.0
EU27,S01D01,EUBCOA,2026,0.0
EU27,S01D01,EUBCOA,2027,0.0
EU27,S01D01,EUBCOA,2028,0.0
EU27,S01D01,EUBCOA,2029,0.0
EU27,S01D01,EUBCOA,2030,0.0
EU27,S01D01,EUBCOA,2031,0.0
EU27,S01D01,EUBCOA,2032,0.0
EU27,S01D01,EUBCOA,2033,0.0
EU27,S01D01,EUBCOA,2034,0.0
EU27,S01D01,EUBCOA,2035,0.0
EU27,S01D01,EUBCOA,2036,0.0
EU27,S01D01,EUBCOA,2037,0.0
EU27,S01D01,EUBCOA,2038,0.0
EU27,S01D01,EUBCOA,2039,0.0
EU27,S01D01,EUBCOA,2040,0.0
EU27,S01D01,EUBCOA,2041,0.0
EU27,S01D01,EUBCOA,2042,0.0
EU27,S01D01,EUBCOA,2043,0.0
EU27,S01D01,EUBCOA,2044,0.0
EU27,S01D01,EUBCOA,2045,0.0
EU27,S01D01,EUBCOA,2046,0.0
EU27,S01D01,EUBCOA,2047,0.0
EU27,S01D01,EUBCOA,2048,0.0
EU27,S01D01,EUBCOA,2049,0.0
EU27,S01D01,EUBCOA,2050,0.0
EU27,S01D01,EUBCOA,2051,0.0
EU27,S01D01,EUBCOA,2052,0.0
EU27,S01D01,EUBCOA,2053,0.0
EU27,S01D01,EUBCOA,2054,0.0
EU27,S01D01,EUBCOA,2055,0.0
EU27,S01D01,EUBCOA,2056,0.0
EU27,S01D01,EUBCOA,2057,0.0
EU27,S01D01,EUBCOA,2058,0.0
EU27,S01D01,EUBCOA,2059,0.0
EU27,S01D01,EUBCOA,2060,0.0
EU27,S01D01,EUBCOA,2061,0.0
EU27,S01D01,EUBCOA,2062,0.0
EU27,S01D01,EUBCOA,2063,0.0
EU27,S01D01,EUBCOA,2064,0.0
EU27,S01D01,EUBCOA,2065,0.0
EU27,S01D01,EUBCOA,2066,0.0
EU27,S01D01,EUBCOA,2067,0.0
EU27,S01D01,EUBCOA,2068,0.0
EU27,S01D01,EUBCOA,2069,0.0
EU27,S01D01,EUBCOA,2070,0.0
EU27,S01D01,EUBLPG,2018,0.0
EU27,S01D01,EUBLPG,2019,0.0
EU27,S01D01,EUBLPG,2020,0.0
EU27,S01D01,EUBLPG,2021,0.0
EU27,S01D01,EUBLPG,2022,0.0
EU27,S01D01,EUBLPG,2023,0.0
EU27,S01D01,EUBLPG,2024,0.0
EU27,S01D01,EUBLPG,2025,0.0
EU27,S01D01,EUBLPG,2026,0.0
EU27,S01D01,EUBLPG,2027,0.0
EU27,S01D01,EUBLPG,2028,0.0
EU27,S01D01,EUBLPG,2029,0.0
EU27,S01D01,EUBLPG,2030,0.0
EU27,S01D01,EUBLPG,2031,0.0
EU27,S01D01,EUBLPG,2032,0.0
EU27,S01D01,EUBLPG,2033,0.0
EU27,S01D01,EUBLPG,2034,0.0
EU27,S01D01,EUBLPG,2035,0.0
EU27,S01D01,EUBLPG,2036,0.0
EU27,S01D01,EUBLPG,2037,0.0
EU27,S01D01,EUBLPG,2038,0.0
EU27,S01D01,EUBLPG,2039,0.0
EU27,S01D01,EUBLPG,2040,0.0
EU27,S01D01,EUBLPG,2041,0.0
EU27,S01D01,EUBLPG,2042,0.0
EU27,S01D01,EUBLPG,2043,0.0
EU27,S01D01,EUBLPG,2044,0.0
EU27,S01D01,EUBLPG,2045,0.0
EU27,S01D01,EUBLPG,2046,0.0
EU27,S01D01,EUBLPG,2047,0.0
EU27,S01D01,EUBLPG,2048,0.0
EU27,S01D01,EUBLPG,2049,0.0
EU27,S01D01,EUBLPG,2050,0.0
EU27,S01D01,EUBLPG,2051,0.0
EU27,S01D01,EUBLPG,2052,0.0
EU27,S01D01,EUBLPG,2053,0.0
EU27,S01D01,EUBLPG,2054,0.0
EU27,S01D01,EUBLPG,2055,0.0
EU27,S01D01,EUBLPG,2056,0.0
EU27,S01D01,EUBLPG,2057,0.0
EU27,S01D01,EUBLPG,2058,0.0
EU27,S01D01,EUBLPG,2059,0.0
EU27,S01D01,EUBLPG,2060,0.0
EU27,S01D01,EUBLPG,2061,0.0
EU27,S01D01,EUBLPG,2062,0.0
EU27,S01D01,EUBLPG,2063,0.0
EU27,S01D01,EUBLPG,2064,0.0
EU27,S01D01,EUBLPG,2065,0.0
EU27,S01D01,EUBLPG,2066,0.0
EU27,S01D01,EUBLPG,2067,0.0
EU27,S01D01,EUBLPG,2068,0.0
EU27,S01D01,EUBLPG,2069,0.0
EU27,S01D01,EUBLPG,2070,0.0
EU27,S01D01,EUBNGS,2018,0.0
EU27,S01D01,EUBNGS,2019,0.0
EU27,S01D01,EUBNGS,2020,0.0
EU27,S01D01,EUBNGS,2021,0.0
EU27,S01D01,EUBNGS,2022,0.0
EU27,S01D01,EUBNGS,2023,0.0
EU27,S01D01,EUBNGS,2024,0.0
EU27,S01D01,EUBNGS,2025,0.0
EU27,S01D01,EUBNGS,2026,0.0
EU27,S01D01,EUBNGS,2027,0.0
EU27,S01D01,EUBNGS,2028,0.0
EU27,S01D01,EUBNGS,2029,0.0
EU27,S01D01,EUBNGS,2030,0.0
EU27,S01D01,EUBNGS,2031,0.0
EU27,S01D01,EUBNGS,2032,0.0
EU27,S01D01,EUBNGS,2033,0.0
EU27,S01D01,EUBNGS,2034,0.0
EU27,S01D01,EUBNGS,2035,0.0
EU27,S01D01,EUBNGS,2036,0.0
EU27,S01D01,EUBNGS,2037,0.0
EU27,S01D01,EUBNGS,2038,0.0
EU27,S01D01,EUBNGS,2039,0.0
EU27,S01D01,EUBNGS,2040,0.0
EU27,S01D01,EUBNGS,2041,0.0
EU27,S01D01,EUBNGS,2042,0.0
EU27,S01D01,EUBNGS,2043,0.0
EU27,S01D01,EUBNGS,2044,0.0
EU27,S01D01,EUBNGS,2045,0.0
EU27,S01D01,EUBNGS,2046,0.0
EU27,S01D01,EUBNGS,2047,0.0
EU27,S01D01,EUBNGS,2048,0.0
EU27,S01D01,EUBNGS,2049,0.0
EU27,S01D01,EUBNGS,2050,0.0
EU27,S01D01,EUBNGS,2051,0.0
EU27,S01D01,EUBNGS,2052,0.0
EU27,S01D01,EUBNGS,2053,0.0
EU27,S01D01,EUBNGS,2054,0.0
EU27,S01D01,EUBNGS,2055,0.0
EU27,S01D01,EUBNGS,2056,0.0
EU27,S01D01,EUBNGS,2057,0.0
EU27,S01D01,EUBNGS,2058,0.0
EU27,S01D01,EUBNGS,2059,0.0
EU27,S01D01,EUBNGS,2060,0.0
EU27,S01D01,EUBNGS,2061,0.0
EU27,S01D01,EUBNGS,2062,0.0
EU27,S01D01,EUBNGS,2063,0.0
EU27,S01D01,EUBNGS,2064,0.0
EU27,S01D01,EUBNGS,2065,0.0
EU27,S01D01,EUBNGS,2066,0.0
EU27,S01D01,EUBNGS,2067,0.0
EU27,S01D01,EUBNGS,2068,0.0
EU27,S01D01,EUBNGS,2069,0.0
EU27,S01D01,EUBNGS,2070,0.0
EU27,S01D01,EUBOIL,2018,0.0
EU27,S01D01,EUBOIL,2019,0.0
EU27,S01D01,EUBOIL,2020,0.0
EU27,S01D01,EUBOIL,2021,0.0
EU27,S01D01,EUBOIL,2022,0.0
EU27,S01D01,EUBOIL,2023,0.0
EU27,S01D01,EUBOIL,2024,0.0
EU27,S01D01,EUBOIL,2025,0.0
EU27,S01D01,EUBOIL,2026,0.0
EU27,S01D01,EUBOIL,2027,0.0
EU27,S01D01,EUBOIL,2028,0.0
EU27,S01D01,EUBOIL,2029,0.0
EU27,S01D01,EUBOIL,2030,0.0
EU27,S01D01,EUBOIL,2031,0.0
EU27,S01D01,EUBOIL,2032,0.0
EU27,S01D01,EUBOIL,2033,0.0
EU27,S01D01,EUBOIL,2034,0.0
EU27,S01D01,EUBOIL,2035,0.0
EU27,S01D01,EUBOIL,2036,0.0
EU27,S01D01,EUBOIL,2037,0.0
EU27,S01D01,EUBOIL,2038,0.0
EU27,S01D01,EUBOIL,2039,0.0
EU27,S01D01,EUBOIL,2040,0.0
EU27,S01D01,EUBOIL,2041,0.0
EU27,S01D01,EUBOIL,2042,0.0
EU27,S01D01,EUBOIL,2043,0.0
EU27,S01D01,EUBOIL,2044,0.0
EU27,S01D01,EUBOIL,2045,0.0
EU27,S01D01,EUBOIL,2046,0.0
EU27,S01D01,EUBOIL,2047,0.0
EU27,S01D01,EUBOIL,2048,0.0
EU27,S01D01,EUBOIL,2049,0.0
EU27,S01D01,EUBOIL,2050,0.0
EU27,S01D01,EUBOIL,2051,0.0
EU27,S01D01,EUBOIL,2052,0.0
EU27,S01D01,EUBOIL,2053,0.0
EU27,S01D01,EUBOIL,2054,0.0
EU27,S01D01,EUBOIL,2055,0.0
EU27,S01D01,EUBOIL,2056,0.0
EU27,S01D01,EUBOIL,2057,0.0
EU27,S01D01,EUBOIL,2058,0.0
EU27,S01D01,EUBOIL,2059,0.0
EU27,S01D01,EUBOIL,2060,0.0
EU27,S01D01,EUBOIL,2061,0.0
EU27,S01D01,EUBOIL,2062,0.0
EU27,S01D01,EUBOIL,2063,0.0
EU27,S01D01,EUBOIL,2064,0.0
EU27,S01D01,EUBOIL,2065,0.0
EU27,S01D01,EUBOIL,2066,0.0
EU27,S01D01,EUBOIL,2067,0.0
EU27,S01D01,EUBOIL,2068,0.0
EU27,S01D01,EUBOIL,2069,0.0
EU27,S01D01,EUBOIL,2070,0.0
EU27,S01D01,EUEAKM,2018,910.06222476
EU27,S01D01,EUEAKM,2019,929.6094828
EU27,S01D01,EUEAKM,2020,405.54087831
EU27,S01D01,EUEAKM,2021,498.19977183
EU27,S01D01,EUEAKM,2022,606.062807448
EU27,S01D01,EUEAKM,2023,713.925123888
EU27,S01D01,EUEAKM,2024,821.79031704
EU27,S01D01,EUEAKM,2025,929.65263348
EU27,S01D01,EUEAKM,2026,953.93208276
EU27,S01D01,EUEAKM,2027,978.20434026
EU27,S01D01,EUEAKM,2028,1002.48378954
EU27,S01D01,EUEAKM,2029,1026.76323882
EU27,S01D01,EUEAKM,2030,1051.0426881
EU27,S01D01,EUEAKM,2031,1070.22316536
EU27,S01D01,EUEAKM,2032,1089.39645084
EU27,S01D01,EUEAKM,2033,1108.5769281
EU27,S01D01,EUEAKM,2034,1127.75021358
EU27,S01D01,EUEAKM,2035,1146.93069084
EU27,S01D01,EUEAKM,2036,1165.65808596
EU27,S01D01,EUEAKM,2037,1184.38548108
EU27,S01D01,EUEAKM,2038,1203.12006798
EU27,S01D01,EUEAKM,2039,1221.8474631
EU27,S01D01,EUEAKM,2040,1240.57485822
EU27,S01D01,EUEAKM,2041,1254.84334974
EU27,S01D01,EUEAKM,2042,1269.11184126
EU27,S01D01,EUEAKM,2043,1283.38033278
EU27,S01D01,EUEAKM,2044,1297.6488243
EU27,S01D01,EUEAKM,2045,1311.91731582
EU27,S01D01,EUEAKM,2046,1325.20772526
EU27,S01D01,EUEAKM,2047,1338.4981347
EU27,S01D01,EUEAKM,2048,1351.78854414
EU27,S01D01,EUEAKM,2049,1365.08614536
EU27,S01D01,EUEAKM,2050,1378.3765548
EU27,S01D01,EUEAKM,2051,1378.3765548
EU27,S01D01,EUEAKM,2052,1378.3765548
EU27,S01D01,EUEAKM,2053,1378.3765548
EU27,S01D01,EUEAKM,2054,1378.3765548
EU27,S01D01,EUEAKM,2055,1378.3765548
EU27,S01D01,EUEAKM,2056,1378.3765548
EU27,S01D01,EUEAKM,2057,1378.3765548
EU27,S01D01,EUEAKM,2058,1378.3765548
EU27,S01D01,EUEAKM,2059,1378.3765548
EU27,S01D01,EUEAKM,2060,1378.3765548
EU27,S01D01,EUEAKM,2061,1378.3765548
EU27,S01D01,EUEAKM,2062,1378.3765548
EU27,S01D01,EUEAKM,2063,1378.3765548
EU27,S01D01,EUEAKM,2064,1378.3765548
EU27,S01D01,EUEAKM,2065,1378.3765548
EU27,S01D01,EUEAKM,2066,1378.3765548
EU27,S01D01,EUEAKM,2067,1378.3765548
EU27,S01D01,EUEAKM,2068,1378.3765548
EU27,S01D01,EUEAKM,2069,1378.3765548
EU27,S01D01,EUEAKM,2070,1378.3765548
EU27,S01D01,EUEBIO,2018,0.0
EU27,S01D01,EUEBIO,2019,0.0
EU27,S01D01,EUEBIO,2020,0.0
EU27,S01D01,EUEBIO,2021,0.0
EU27,S01D01,EUEBIO,2022,0.0
EU27,S01D01,EUEBIO,2023,0.0
EU27,S01D01,EUEBIO,2024,0.0
EU27,S01D01,EUEBIO,2025,0.0
EU27,S01D01,EUEBIO,2026,0.0
EU27,S01D01,EUEBIO,2027,0.0
EU27,S01D01,EUEBIO,2028,0.0
EU27,S01D01,EUEBIO,2029,0.0
EU27,S01D01,EUEBIO,2030,0.0
EU27,S01D01,EUEBIO,2031,0.0
EU27,S01D01,EUEBIO,2032,0.0
EU27,S01D01,EUEBIO,2033,0.0
EU27,S01D01,EUEBIO,2034,0.0
EU27,S01D01,EUEBIO,2035,0.0
EU27,S01D01,EUEBIO,2036,0.0
EU27,S01D01,EUEBIO,2037,0.0
EU27,S01D01,EUEBIO,2038,0.0
EU27,S01D01,EUEBIO,2039,0.0
EU27,S01D01,EUEBIO,2040,0.0
EU27,S01D01,EUEBIO,2041,0.0
EU27,S01D01,EUEBIO,2042,0.0
EU27,S01D01,EUEBIO,2043,0.0
EU27,S01D01,EUEBIO,2044,0.0
EU27,S01D01,EUEBIO,2045,0.0
EU27,S01D01,EUEBIO,2046,0.0
EU27,S01D01,EUEBIO,2047,0.0
EU27,S01D01,EUEBIO,2048,0.0
EU27,S01D01,EUEBIO,2049,0.0
EU27,S01D01,EUEBIO,2050,0.0
EU27,S01D01,EUEBIO,2051,0.0
EU27,S01D01,EUEBIO,2052,0.0
EU27,S01D01,EUEBIO,2053,0.0
EU27,S01D01,EUEBIO,2054,0.0
EU27,S01D01,EUEBIO,2055,0.0
EU27,S01D01,EUEBIO,2056,0.0
EU27,S01D01,EUEBIO,2057,0.0
EU27,S01D01,EUEBIO,2058,0.0
EU27,S01D01,EUEBIO,2059,0.0
EU27,S01D01,EUEBIO,2060,0.0
EU27,S01D01,EUEBIO,2061,0.0
EU27,S01D01,EUEBIO,2062,0.0
EU27,S01D01,EUEBIO,2063,0.0
EU27,S01D01,EUEBIO,2064,0.0
EU27,S01D01,EUEBIO,2065,0.0
EU27,S01D01,EUEBIO,2066,0.0
EU27,S01D01,EUEBIO,2067,0.0
EU27,S01D01,EUEBIO,2068,0.0
EU27,S01D01,EUEBIO,2069,0.0
EU27,S01D01,EUEBIO,2070,0.0
EU27,S01D01,EUEBKM,2018,2.18557475022
EU27,S01D01,EUEBKM,2019,2.18732954454
EU27,S01D01,EUEBKM,2020,1.87867992228
EU27,S01D01,EUEBKM,2021,1.90097444028
EU27,S01D01,EUEBKM,2022,2.24651789394
EU27,S01D01,EUEBKM,2023,2.44025725536
EU27,S01D01,EUEBKM,2024,2.63399661678
EU27,S01D01,EUEBKM,2025,2.82774316998
EU27,S01D01,EUEBKM,2026,2.85951645402
EU27,S01D01,EUEBKM,2027,2.89129692984
EU27,S01D01,EUEBKM,2028,2.92307021388
EU27,S01D01,EUEBKM,2029,2.9548506897
EU27,S01D01,EUEBKM,2030,2.98663116552
EU27,S01D01,EUEBKM,2031,2.9957719179
EU27,S01D01,EUEBKM,2032,3.00491267028
EU27,S01D01,EUEBKM,2033,3.01406061444
EU27,S01D01,EUEBKM,2034,3.02320136682
EU27,S01D01,EUEBKM,2035,3.0323421192
EU27,S01D01,EUEBKM,2036,3.0519397197
EU27,S01D01,EUEBKM,2037,3.07153012842
EU27,S01D01,EUEBKM,2038,3.09112053714
EU27,S01D01,EUEBKM,2039,3.11071813764
EU27,S01D01,EUEBKM,2040,3.13030854636
EU27,S01D01,EUEBKM,2041,3.14313868188
EU27,S01D01,EUEBKM,2042,3.1559688174
EU27,S01D01,EUEBKM,2043,3.1688061447
EU27,S01D01,EUEBKM,2044,3.18163628022
EU27,S01D01,EUEBKM,2045,3.19446641574
EU27,S01D01,EUEBKM,2046,3.20244929154
EU27,S01D01,EUEBKM,2047,3.21042497556
EU27,S01D01,EUEBKM,2048,3.21840065958
EU27,S01D01,EUEBKM,2049,3.22638353538
EU27,S01D01,EUEBKM,2050,3.2343592194
EU27,S01D01,EUEBKM,2051,3.2343592194
EU27,S01D01,EUEBKM,2052,3.2343592194
EU27,S01D01,EUEBKM,2053,3.2343592194
EU27,S01D01,EUEBKM,2054,3.2343592194
EU27,S01D01,EUEBKM,2055,3.2343592194
EU27,S01D01,EUEBKM,2056,3.2343592194
EU27,S01D01,EUEBKM,2057,3.2343592194
EU27,S01D01,EUEBKM,2058,3.2343592194
EU27,S01D01,EUEBKM,2059,3.2343592194
EU27,S01D01,EUEBKM,2060,3.2343592194
EU27,S01D01,EUEBKM,2061,3.2343592194
EU27,S01D01,EUEBKM,2062,3.2343592194
EU27,S01D01,EUEBKM,2063,3.2343592194
EU27,S01D01,EUEBKM,2064,3.2343592194
EU27,S01D01,EUEBKM,2065,3.2343592194
EU27,S01D01,EUEBKM,2066,3.2343592194
EU27,S01D01,EUEBKM,2067,3.2343592194
EU27,S01D01,EUEBKM,2068,3.2343592194
EU27,S01D01,EUEBKM,2069,3.2343592194
EU27,S01D01,EUEBKM,2070,3.2343592194
EU27,S01D01,EUECOA,2018,0.0
EU27,S01D01,EUECOA,2019,0.0
EU27,S01D01,EUECOA,2020,0.0
EU27,S01D01,EUECOA,2021,0.0
EU27,S01D01,EUECOA,2022,0.0
EU27,S01D01,EUECOA,2023,0.0
EU27,S01D01,EUECOA,2024,0.0
EU27,S01D01,EUECOA,2025,0.0
EU27,S01D01,EUECOA,2026,0.0
EU27,S01D01,EUECOA,2027,0.0
EU27,S01D01,EUECOA,2028,0.0
EU27,S01D01,EUECOA,2029,0.0
EU27,S01D01,EUECOA,2030,0.0
EU27,S01D01,EUECOA,2031,0.0
EU27,S01D01,EUECOA,2032,0.0
EU27,S01D01,EUECOA,2033,0.0
EU27,S01D01,EUECOA,2034,0.0
EU27,S01D01,EUECOA,2035,0.0
EU27,S01D01,EUECOA,2036,0.0
EU27,S01D01,EUECOA,2037,0.0
EU27,S01D01,EUECOA,2038,0.0
EU27,S01D01,EUECOA,2039,0.0
EU27,S01D01,EUECOA,2040,0.0
EU27,S01D01,EUECOA,2041,0.0
EU27,S01D01,EUECOA,2042,0.0
EU27,S01D01,EUECOA,2043,0.0
EU27,S01D01,EUECOA,2044,0.0
EU27,S01D01,EUECOA,2045,0.0
EU27,S01D01,EUECOA,2046,0.0
EU27,S01D01,EUECOA,2047,0.0
EU27,S01D01,EUECOA,2048,0.0
EU27,S01D01,EUECOA,2049,0.0
EU27,S01D01,EUECOA,2050,0.0
EU27,S01D01,EUECOA,2051,0.0
EU27,S01D01,EUECOA,2052,0.0
EU27,S01D01,EUECOA,2053,0.0
EU27,S01D01,EUECOA,2054,0.0
EU27,S01D01,EUECOA,2055,0.0
EU27,S01D01,EUECOA,2056,0.0
EU27,S01D01,EUECOA,2057,0.0
EU27,S01D01,EUECOA,2058,0.0
EU27,S01D01,EUECOA,2059,0.0
EU27,S01D01,EUECOA,2060,0.0
EU27,S01D01,EUECOA,2061,0.0
EU27,S01D01,EUECOA,2062,0.0
EU27,S01D01,EUECOA,2063,0.0
EU27,S01D01,EUECOA,2064,0.0
EU27,S01D01,EUECOA,2065,0.0
EU27,S01D01,EUECOA,2066,0.0
EU27,S01D01,EUECOA,2067,0.0
EU27,S01D01,EUECOA,2068,0.0
EU27,S01D01,EUECOA,2069,0.0
EU27,S01D01,EUECOA,2070,0.0
EU27,S01D01,EUEDSL,2018,0.0
EU27,S01D01,EUEDSL,2019,0.0
EU27,S01D01,EUEDSL,2020,0.0
EU27,S01D01,EUEDSL,2021,0.0
EU27,S01D01,EUEDSL,2022,0.0
EU27,S01D01,EUEDSL,2023,0.0
EU27,S01D01,EUEDSL,2024,0.0
EU27,S01D01,EUEDSL,2025,0.0
EU27,S01D01,EUEDSL,2026,0.0
EU27,S01D01,EUEDSL,2027,0.0
EU27,S01D01,EUEDSL,2028,0.0
EU27,S01D01,EUEDSL,2029,0.0
EU27,S01D01,EUEDSL,2030,0.0
EU27,S01D01,EUEDSL,2031,0.0
EU27,S01D01,EUEDSL,2032,0.0
EU27,S01D01,EUEDSL,2033,0.0
EU27,S01D01,EUEDSL,2034,0.0
EU27,S01D01,EUEDSL,2035,0.0
EU27,S01D01,EUEDSL,2036,0.0
EU27,S01D01,EUEDSL,2037,0.0
EU27,S01D01,EUEDSL,2038,0.0
EU27,S01D01,EUEDSL,2039,0.0
EU27,S01D01,EUEDSL,2040,0.0
EU27,S01D01,EUEDSL,2041,0.0
EU27,S01D01,EUEDSL,2042,0.0
EU27,S01D01,EUEDSL,2043,0.0
EU27,S01D01,EUEDSL,2044,0.0
EU27,S01D01,EUEDSL,2045,0.0
EU27,S01D01,EUEDSL,2046,0.0
EU27,S01D01,EUEDSL,2047,0.0
EU27,S01D01,EUEDSL,2048,0.0
EU27,S01D01,EUEDSL,2049,0.0
EU27,S01D01,EUEDSL,2050,0.0
EU27,S01D01,EUEDSL,2051,0.0
EU27,S01D01,EUEDSL,2052,0.0
EU27,S01D01,EUEDSL,2053,0.0
EU27,S01D01,EUEDSL,2054,0.0
EU27,S01D01,EUEDSL,2055,0.0
EU27,S01D01,EUEDSL,2056,0.0
EU27,S01D01,EUEDSL,2057,0.0
EU27,S01D01,EUEDSL,2058,0.0
EU27,S01D01,EUEDSL,2059,0.0
EU27,S01D01,EUEDSL,2060,0.0
EU27,S01D01,EUEDSL,2061,0.0
EU27,S01D01,EUEDSL,2062,0.0
EU27,S01D01,EUEDSL,2063,0.0
EU27,S01D01,EUEDSL,2064,0.0
EU27,S01D01,EUEDSL,2065,0.0
EU27,S01D01,EUEDSL,2066,0.0
EU27,S01D01,EUEDSL,2067,0.0
EU27,S01D01,EUEDSL,2068,0.0
EU27,S01D01,EUEDSL,2069,0.0
EU27,S01D01,EUEDSL,2070,0.0
EU27,S01D01,EUEFEL,2018,0.0
EU27,S01D01,EUEFEL,2019,0.0
EU27,S01D01,EUEFEL,2020,0.0
EU27,S01D01,EUEFEL,2021,0.0
EU27,S01D01,EUEFEL,2022,0.0
EU27,S01D01,EUEFEL,2023,0.0
EU27,S01D01,EUEFEL,2024,0.0
EU27,S01D01,EUEFEL,2025,0.0
EU27,S01D01,EUEFEL,2026,0.0
EU27,S01D01,EUEFEL,2027,0.0
EU27,S01D01,EUEFEL,2028,0.0
EU27,S01D01,EUEFEL,2029,0.0
EU27,S01D01,EUEFEL,2030,0.0
EU27,S01D01,EUEFEL,2031,0.0
EU27,S01D01,EUEFEL,2032,0.0
EU27,S01D01,EUEFEL,2033,0.0
EU27,S01D01,EUEFEL,2034,0.0
EU27,S01D01,EUEFEL,2035,0.0
EU27,S01D01,EUEFEL,2036,0.0
EU27,S01D01,EUEFEL,2037,0.0
EU27,S01D01,EUEFEL,2038,0.0
EU27,S01D01,EUEFEL,2039,0.0
EU27,S01D01,EUEFEL,2040,0.0
EU27,S01D01,EUEFEL,2041,0.0
EU27,S01D01,EUEFEL,2042,0.0
EU27,S01D01,EUEFEL,2043,0.0
EU27,S01D01,EUEFEL,2044,0.0
EU27,S01D01,EUEFEL,2045,0.0
EU27,S01D01,EUEFEL,2046,0.0
EU27,S01D01,EUEFEL,2047,0.0
EU27,S01D01,EUEFEL,2048,0.0
EU27,S01D01,EUEFEL,2049,0.0
EU27,S01D01,EUEFEL,2050,0.0
EU27,S01D01,EUEFEL,2051,0.0
EU27,S01D01,EUEFEL,2052,0.0
EU27,S01D01,EUEFEL,2053,0.0
EU27,S01D01,EUEFEL,2054,0.0
EU27,S01D01,EUEFEL,2055,0.0
EU27,S01D01,EUEFEL,2056,0.0
EU27,S01D01,EUEFEL,2057,0.0
EU27,S01D01,EUEFEL,2058,0.0
EU27,S01D01,EUEFEL,2059,0.0
EU27,S01D01,EUEFEL,2060,0.0
EU27,S01D01,EUEFEL,2061,0.0
EU27,S01D01,EUEFEL,2062,0.0
EU27,S01D01,EUEFEL,2063,0.0
EU27,S01D01,EUEFEL,2064,0.0
EU27,S01D01,EUEFEL,2065,0.0
EU27,S01D01,EUEFEL,2066,0.0
EU27,S01D01,EUEFEL,2067,0.0
EU27,S01D01,EUEFEL,2068,0.0
EU27,S01D01,EUEFEL,2069,0.0
EU27,S01D01,EUEFEL,2070,0.0
EU27,S01D01,EUEFKM,2018,22.3424871726
EU27,S01D01,EUEFKM,2019,21.8435214762
EU27,S01D01,EUEFKM,2020,24.7059937518
EU27,S01D01,EUEFKM,2021,25.7027744598
EU27,S01D01,EUEFKM,2022,26.8727332302
EU27,S01D01,EUEFKM,2023,28.0427639184
EU27,S01D01,EUEFKM,2024,29.2127226888
EU27,S01D01,EUEFKM,2025,30.382753377
EU27,S01D01,EUEFKM,2026,31.3492566912
EU27,S01D01,EUEFKM,2027,32.3157600054
EU27,S01D01,EUEFKM,2028,33.2823352374
